id,as,lsg,oldstat,func,rel,assn,drink,status,howknow,cucard,survey,change,why,time,shift,shtime,fam,knnosw,nosw,inc,usenow,nowsw,x,y,distneares,distcw,distpw,cw50,cw100,cw150,pw50,pw100,pw150,ed,pw,cw,shifted,c50,c50to100,c100to150,p50,p50to100,p100to150,switch,as1to2,as2to3,as3to4,nearest,ed4,safeswitch,safemislab,safenolabe,switchfunc,arsenic,newstat,as4to965,lon,lat
3487,5,0,0,1,1,0,23,1,1,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256577.7344,2632062.5,27.67099953,359.1409912,27.67099953,0,0,0,2,8,15,13,0,0,0,0,0,0,1,2,2,noswitch,0,0,0,0to50,over10,0,1,0,NA,0to50,safe,0,90.61002951,23.77994585
3488,200,0,0,1,3,0,0,0,1,1,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256568.8281,2632048.25,14.6239996,375.8999939,14.6239996,0,0,0,2,8,16,0,1,0,0,0,0,0,1,2,2,switch,1,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.60994925,23.77982769
3489,289,2,0,1,1,0,23,2,NA,1,0,dugnew,NA,30,NA,NA,NA,NA,NA,NA,,NA,256548.9688,2632059.75,11.28299999,369.3150024,11.28299999,0,0,0,3,6,17,8,NA,NA,1,0,0,0,1,1,3,switch,0,1,0,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.60977032,23.77992306
3490,312,0,0,1,1,0,0,0,12,1,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256547.75,2632058.25,11.56700039,367.3720093,11.56700039,0,0,0,3,6,17,8,1,0,0,0,0,0,1,1,3,switch,0,0,1,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.60975933,23.77991062
3491,13,1,0,1,1,0,2,1,1,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256534.0156,2632050,17.99900055,351.4989929,17.99900055,0,0,0,2,6,17,8,0,0,0,0,0,0,1,1,3,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60963558,23.77984221
3492,213,2,0,1,1,0,23,2,NA,0,0,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,256461.4844,2632133.5,86.01799774,358.2470093,86.01799774,0,0,0,0,3,11,6,NA,NA,1,0,0,0,0,1,2,switch,0,1,0,50to100,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.60898207,23.78053462
3493,168,0,2,1,1,0,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,256550.3281,2632101,9.56099987,347.4710083,9.56099987,0,0,0,2,8,16,5,1,0,0,0,0,0,1,2,2,switch,1,0,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.60978258,23.7802651
3494,360,1,0,0,3,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256564.9688,2632122,32.51100159,322.2349854,32.51100159,0,0,0,1,10,15,5,1,0,0,0,0,0,1,2,1,switch,0,0,1,0to50,1to5,NA,NA,NA,NA,351to450,unsafe,0,90.6099145,23.78043923
3495,88,0,0,1,1,1,23,0,12,1,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,256564.7656,2632160.25,28.65399933,296.3410034,28.65399933,0,0,0,4,9,13,7,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.60991269,23.78075639
3496,5,2,0,0,3,0,0,2,NA,0,0,cworpw,NA,NA,3,12,NA,NA,NA,NA,,NA,256551.0781,2632145,41.94900131,316.6600037,41.94900131,0,0,0,3,10,15,5,NA,NA,0,0,0,0,1,2,1,switch,0,0,0,0to50,1to5,1,1,0,0,0to50,safe,0,90.60978935,23.78062994
3497,272,1,0,0,3,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256546.2813,2632132.5,32.68799973,328.6010132,32.68799973,0,0,0,1,10,15,5,1,0,0,0,0,0,1,2,1,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.60974613,23.7805263
3498,219,3,0,0,1,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256554.375,2632169.75,21.88699913,298.5669861,21.88699913,0,0,0,2,8,13,12,1,0,0,0,0,0,1,2,1,switch,0,1,0,0to50,over10,NA,NA,NA,NA,151to250,unsafe,0,90.60981907,23.78083517
3499,5,2,0,0,2,0,0,1,12,1,0,cworpw,NA,NA,3,5,NA,NA,NA,NA,,NA,256597.7656,2632132,20.17099953,292.3760071,20.17099953,0,0,0,4,11,13,6,NA,NA,0,0,0,0,1,2,1,switch,0,0,0,0to50,6to10,1,1,0,0,0to50,safe,0,90.61021002,23.78052213
3500,269,0,2,1,1,0,23,0,12,1,0,pw,1,30,NA,NA,NA,14,NA,NA,,NA,256502.8125,2632084.5,41.07500076,349.2269897,41.07500076,0,0,0,2,7,17,5,1,0,0,0,0,0,1,1,2,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.60935444,23.7801283
3501,336,0,0,1,1,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256499.6406,2632107.75,41.85400009,363.2250061,41.85400009,0,0,0,1,6,16,0,1,0,0,0,0,0,1,1,2,switch,0,0,1,0to50,none,NA,NA,NA,NA,251to350,unsafe,0,90.60932587,23.78032109
3502,5,0,0,0,3,0,0,1,1,0,0,dugnew,NA,24,NA,NA,NA,NA,NA,NA,,NA,256513.9063,2632087.75,29.64500046,359.5109863,29.64500046,0,0,0,2,6,18,0,NA,NA,1,0,0,0,1,1,3,switch,0,0,0,0to50,none,1,1,0,0,0to50,safe,0,90.6094544,23.78015524
3503,6,1,3,1,1,1,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255553.5781,2631799.5,28.92099953,310.9389954,28.92099953,0,0,0,2,7,19,0,0,0,0,0,0,0,1,1,3,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.60080134,23.77776538
3504,169,2,0,0,1,0,0,0,12,1,1,dugnew,NA,18,NA,NA,NA,NA,NA,NA,,NA,255554.9219,2631749,16.71699905,284.0390015,16.71699905,0,0,0,5,16,25,10,NA,NA,1,0,0,0,1,3,2,switch,1,0,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.60081343,23.77734663
3505,5,0,0,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,255521.3906,2631746.25,11.67099953,253.802002,11.67099953,0,0,0,6,18,27,10,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60051129,23.77732384
3506,5,0,0,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,255508.6875,2631728.5,7.809000015,233.6860046,7.809000015,0,0,0,10,21,30,10,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60039683,23.77717666
3507,218,2,0,1,1,0,23,1,3,0,0,dugnew,NA,24,NA,NA,NA,NA,NA,NA,,NA,255508.8906,2631770.5,27.58499908,257.9119873,27.58499908,0,0,0,6,17,27,8,NA,NA,1,0,0,0,2,3,2,switch,0,1,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.60039867,23.77752493
3508,5,0,3,1,1,0,23,1,12,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255502.0781,2631790,11.76200008,265.4070129,11.76200008,0,0,0,1,16,26,7,0,0,0,0,0,0,1,3,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.6003373,23.77768662
3509,7,0,0,1,2,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255482.8438,2631737.5,15.60299969,217.147995,15.60299969,0,0,0,8,24,32,8,0,0,0,0,0,0,2,4,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60016397,23.77725129
3510,27,0,0,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255495.9375,2631727.75,5.493999958,222.4360046,5.493999958,0,0,0,10,24,31,8,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60028194,23.77717044
3511,5,0,0,1,1,1,23,1,12,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,255481.4844,2631788.5,9.260000229,249.651001,9.260000229,0,0,0,3,15,27,4,0,0,0,0,0,0,1,3,3,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.60015174,23.77767419
3512,5,2,3,1,1,0,23,1,2,1,0,dugnew,NA,30,NA,NA,0,NA,NA,NA,,NA,255439.4063,2631772,10.91499996,209.5350037,10.91499996,0,0,0,5,19,30,8,NA,NA,1,0,0,0,1,3,3,switch,0,0,0,0to50,6to10,1,1,1,1,0to50,safe,0,90.59977259,23.77753739
3513,136,1,0,1,1,0,23,2,NA,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,,8,255452.6719,2631762.75,10.47099972,211.1320038,10.47099972,0,0,0,6,20,30,0,0,0,0,0,0,0,2,3,2,noswitch,1,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.59989212,23.77746068
3514,5,0,0,1,1,0,23,1,12,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255393.5625,2631774.5,42.8409996,186.3919983,42.8409996,0,0,0,3,12,25,5,0,0,0,0,0,0,1,2,3,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.59935952,23.77755813
3515,346,1,2,1,1,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255386.4688,2631757.25,34.26900101,167.8300018,34.26900101,0,0,0,5,12,29,9,1,0,0,0,0,0,1,2,4,switch,0,0,1,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.5992956,23.7774151
3516,288,2,2,1,1,0,23,2,NA,1,0,dugnew,NA,5,NA,NA,NA,NA,NA,NA,,NA,255372.5781,2631770,24.09799957,173.5859985,24.09799957,0,0,0,1,11,24,0,NA,NA,1,0,0,0,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,251to350,unsafe,0,90.59917044,23.77752082
3517,5,0,3,1,1,0,23,1,12,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255356.5156,2631744.25,27.0170002,143.7799988,27.0170002,0,0,1,2,12,28,5,0,0,0,0,0,1,1,2,4,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.5990257,23.77730731
3518,210,2,0,1,1,0,23,2,NA,2,0,dugnew,NA,30,NA,NA,0,NA,NA,NA,,NA,255413.5625,2631701.5,10.96500015,140.4279938,10.96500015,0,0,1,6,21,29,0,NA,NA,1,0,0,1,2,3,2,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.5995397,23.7769528
3519,5,1,0,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255410.1406,2631719.75,10.50500011,150.772995,10.50500011,0,0,0,6,22,32,10,0,0,0,0,0,0,2,4,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.59950888,23.77710413
3520,5,0,3,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255428.3906,2631713.5,14.10400009,159.5670013,14.10400009,0,0,0,9,23,31,9,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.59967331,23.7770523
3521,245,0,2,1,1,0,0,0,12,0,0,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255469.7188,2631735.25,5.013999939,205.2519989,5.013999939,0,0,0,8,23,33,0,NA,NA,0,0,0,0,2,3,2,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.60004571,23.77723264
3522,5,2,3,1,3,0,23,1,12,0,0,dugnew,NA,12,NA,NA,3,NA,NA,NA,,NA,255377.75,2631693.5,29.87100029,109.685997,29.87100029,0,0,1,5,14,30,5,NA,NA,1,0,0,1,1,2,4,switch,0,0,0,0to50,1to5,1,1,1,1,0to50,safe,0,90.59921701,23.77688647
3523,298,0,2,1,1,0,0,0,12,1,1,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255369.9844,2631687,32.11000061,99.73500061,32.11000061,0,1,1,5,14,28,5,NA,NA,0,0,1,0,1,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.59914704,23.77683258
3524,227,0,0,1,1,0,0,0,1,1,1,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255388.9375,2631651.75,27.53899956,91.69799805,27.53899956,0,1,1,5,12,28,0,NA,NA,0,0,1,0,1,2,4,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.5993178,23.77654027
3525,237,0,0,1,1,0,0,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255404.4375,2631654.25,32.4620018,106.6230011,32.4620018,0,0,1,6,14,27,5,1,0,0,0,0,1,2,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59945746,23.776561
3526,167,0,2,1,1,1,0,0,12,1,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255423.0938,2631641,14.04300022,119.6320038,14.04300022,0,0,1,5,15,28,9,1,0,0,0,0,1,1,2,3,switch,1,0,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.59962556,23.77645112
3527,208,2,0,1,1,0,23,2,NA,0,0,dugnew,NA,6,NA,NA,NA,NA,NA,NA,,NA,255415.3438,2631635.75,11.09500027,110.7710037,11.09500027,0,0,1,4,13,27,0,NA,NA,1,0,0,1,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59955573,23.77640759
3528,217,1,2,1,1,1,0,0,12,1,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255397.1875,2631627.5,8.18200016,91.2519989,8.18200016,0,1,1,3,11,24,5,1,0,0,0,1,0,1,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59939213,23.77633918
3529,218,2,0,1,1,1,23,1,2,0,0,dugnew,NA,24,NA,NA,0,NA,NA,NA,,NA,255417.4688,2631620.5,3.674999952,110.2429962,3.674999952,0,0,1,3,10,24,8,NA,NA,1,0,0,1,1,2,3,switch,0,1,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.59957487,23.77628113
3530,192,2,3,1,1,1,23,1,2,1,0,dugnew,NA,24,NA,NA,3,NA,NA,NA,,NA,255408.6406,2631610.75,16.35300064,100.8259964,16.35300064,0,0,1,3,9,24,0,NA,NA,1,0,0,1,1,2,3,switch,1,0,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59949532,23.77620028
3531,37,0,3,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,255482.5,2631677,14.1619997,187.4329987,14.1619997,0,0,0,7,22,32,8,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.60016085,23.77674962
3532,227,2,0,0,1,0,23,0,1,0,0,dugnew,NA,36,NA,NA,NA,NA,NA,NA,,NA,255480.375,2631651.75,4.953999996,177.7550049,4.953999996,0,0,0,3,20,32,16,NA,NA,1,0,0,0,1,4,3,switch,0,1,0,0to50,over10,NA,NA,NA,NA,151to250,unsafe,0,90.60014169,23.77654024
3533,23,0,3,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,255500.5313,2631698.25,3.823999882,212.3840027,3.823999882,0,0,0,9,25,31,5,0,0,0,0,0,0,2,4,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.60032333,23.77692582
3534,23,0,3,1,1,0,23,1,12,1,0,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,255514.7813,2631716.75,16.56599998,233.2969971,16.56599998,0,0,0,9,22,29,7,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.60045173,23.77707922
3535,5,1,3,1,3,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255576.3281,2631637,6.977000237,269.9500122,6.977000237,0,0,0,3,9,18,7,0,0,0,0,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.60100626,23.7764179
3536,5,0,0,1,1,1,23,1,3,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,255536.3281,2631724.25,11.26399994,255.9250031,11.26399994,0,0,0,9,19,28,9,0,0,0,0,0,0,2,2,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.60064588,23.7771414
3537,13,1,3,1,1,0,2,1,12,1,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255574.75,2631705.5,22.34600067,283.7810059,22.34600067,0,0,0,4,15,23,12,0,0,0,0,0,0,1,3,2,noswitch,0,0,0,0to50,over10,0,1,1,NA,0to50,safe,0,90.60099207,23.77698591
3538,261,0,2,1,3,0,0,0,12,2,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255616.8906,2631694.25,22.68600082,320.5610046,22.68600082,0,0,0,1,11,17,0,1,0,0,0,0,0,1,2,2,switch,0,1,0,0to50,none,NA,NA,NA,NA,251to350,unsafe,0,90.60137177,23.77689261
3539,203,0,2,1,2,0,0,0,12,1,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255609.9063,2631723.5,32.11999893,323.0780029,32.11999893,0,0,0,2,9,20,5,1,0,0,0,0,0,1,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.60130885,23.77713516
3540,506,2,2,1,1,0,23,1,3,0,0,dugnew,NA,24,NA,NA,2,NA,NA,NA,,NA,255774.125,2631726.25,15.07999992,256.1470032,15.07999992,0,0,0,2,7,11,0,NA,NA,1,0,0,0,1,1,1,switch,0,0,0,0to50,none,NA,NA,NA,NA,451to550,unsafe,1,90.60278853,23.77715791
3541,238,2,3,1,1,0,23,1,3,1,0,dugnew,NA,18,NA,NA,0,NA,NA,NA,,NA,255786.25,2631739.5,5.256000042,247.5079956,5.256000042,0,0,0,2,7,13,5,NA,NA,1,0,0,0,1,1,2,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.60289779,23.77726778
3542,5,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255330.5781,2631678,6.228000164,72.70700073,6.228000164,0,1,1,3,11,24,5,0,0,0,0,1,0,1,2,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.59879197,23.77675796
3543,296,0,0,1,1,1,0,0,2,2,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255318.7969,2631685.25,19.84199905,76.875,19.84199905,0,1,1,2,11,25,9,1,0,0,0,1,0,1,2,3,switch,0,1,0,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.59868582,23.77681808
3544,5,0,3,1,1,0,23,1,12,2,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,255311.3281,2631656,32.29999924,46.98099899,32.29999924,1,1,1,3,11,24,0,0,0,0,1,0,0,1,2,3,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.59861851,23.77657554
3545,5,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,255310.5469,2631709.75,22.99699974,100.6409988,22.99699974,0,0,1,4,9,24,10,0,0,0,0,0,1,1,1,3,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.59861149,23.77702124
3546,312,0,2,1,2,0,0,0,12,1,1,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255309.5313,2631709.75,22.29000092,100.8209991,22.29000092,0,0,1,4,9,24,10,1,0,0,0,0,1,1,1,3,switch,0,0,1,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.59860234,23.77702124
3547,167,0,0,1,1,0,2,0,1,1,1,no,NA,NA,NA,NA,0,1,NA,NA,,NA,255303.3438,2631746.25,46.03499985,137.1820068,46.03499985,0,0,1,1,7,19,7,0,0,0,0,0,1,1,2,3,noswitch,1,0,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.5985466,23.77732391
3548,239,0,2,1,1,0,0,0,12,1,1,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,255285.4531,2631673.5,23.83799934,68.23200226,23.83799934,0,1,1,3,12,24,0,1,0,0,0,1,0,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59838537,23.77672066
3549,266,0,2,1,1,0,0,0,12,1,1,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255293.8125,2631655,28.57900047,47.94599915,28.57900047,1,1,1,3,11,24,0,NA,NA,0,1,0,0,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,251to350,unsafe,0,90.59846069,23.77656725
3550,321,0,0,0,2,0,0,0,1,1,1,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255269.1406,2631663.25,18.19599915,66.59799957,18.19599915,0,1,1,4,12,22,5,NA,NA,0,0,1,0,1,2,2,switch,0,0,1,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.59823839,23.77663567
3551,5,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,255240.9063,2631662,18.94499969,85.26799774,18.94499969,0,1,1,5,13,20,0,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.59798398,23.77662532
3552,331,2,0,1,1,0,23,2,NA,1,1,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,255220.4219,2631666.75,20.13299942,104.788002,20.13299942,0,0,1,5,14,21,6,NA,NA,1,0,0,1,1,2,2,switch,0,0,1,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.59779941,23.77666471
3553,541,2,0,1,1,0,23,1,3,1,1,pw,1,25,NA,NA,NA,NA,NA,NA,,NA,255231.1719,2631669.25,11.69299984,97.47200012,11.69299984,0,1,1,6,12,20,6,1,0,0,0,1,0,2,2,2,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,451to550,unsafe,1,90.59789627,23.77668544
3554,524,2,0,0,1,1,0,0,3,1,1,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,255250.9063,2631690.25,18.32099915,99.09500122,18.32099915,0,1,1,5,12,19,5,NA,NA,1,0,1,0,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,451to550,unsafe,1,90.5980741,23.77685957
3555,241,0,2,1,1,1,23,0,12,1,1,no,NA,NA,NA,NA,NA,14,NA,NA,,NA,255237.5,2631712.25,25.02899933,124.8239975,25.02899933,0,0,1,4,9,17,3,0,0,0,0,0,1,1,1,2,noswitch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59795331,23.777042
3556,62,0,1,1,1,0,23,0,0,0,1,no,NA,NA,NA,NA,NA,14,NA,NA,,NA,255220.9063,2631705.25,20.16799927,129.6609955,20.16799927,0,0,1,4,11,17,0,0,0,0,0,0,1,1,2,2,noswitch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.59780379,23.77698396
3557,128,2,0,1,1,0,23,1,3,1,1,pw,1,28,NA,NA,NA,NA,NA,NA,,NA,255215.9688,2631705,15.56400013,132.8119965,15.56400013,0,0,1,3,11,18,2,1,0,0,0,0,1,1,2,2,switch,1,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.5977593,23.77698189
3558,5,0,3,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,255242.8281,2631635.5,23.51600075,70.14600372,23.51600075,0,1,1,5,14,22,3,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.59800129,23.77640557
3559,243,1,0,0,1,1,23,0,12,2,1,no,NA,NA,NA,NA,NA,14,NA,NA,,NA,255336.4531,2631644.25,31.9489994,45.34700012,31.9489994,1,1,1,1,12,24,4,0,0,0,1,0,0,1,3,3,noswitch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59884489,23.7764781
3560,239,2,0,0,1,0,0,0,12,0,0,dugnew,NA,6,NA,NA,NA,NA,NA,NA,,NA,255320.5469,2631618,15.60000038,15.60000038,58.03499985,1,1,1,0,8,21,6,NA,NA,1,1,0,0,0,2,3,switch,0,1,0,0to50,6to10,NA,NA,NA,NA,151to250,unsafe,0,90.59870156,23.77626043
3561,204,0,2,1,1,1,0,0,12,0,0,pw,1,6,NA,NA,NA,NA,NA,NA,,NA,255290.1875,2631601.75,19.06999969,19.06999969,44.14500046,1,1,1,2,8,20,4,1,0,0,1,0,0,1,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59842801,23.77612569
3562,218,2,0,0,1,0,0,0,3,0,0,dugnew,NA,20,NA,NA,NA,NA,NA,NA,,NA,255272.7969,2631598.5,32.57099915,36.55599976,32.57099915,1,1,1,2,9,20,4,NA,NA,1,1,0,0,1,2,3,switch,0,1,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.59827131,23.77609875
3563,231,0,2,1,1,0,0,0,12,0,0,pw,1,12,NA,NA,NA,NA,NA,NA,,NA,255271.1563,2631601.5,31.52700043,37.42900085,31.52700043,1,1,1,2,10,21,0,1,0,0,1,0,0,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59825653,23.77612363
3564,5,0,0,1,1,0,23,1,12,0,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,255271.3281,2631581.25,33.26100159,45.89699936,33.26100159,1,1,1,2,7,19,5,0,0,0,1,0,0,1,1,3,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.59825807,23.77595571
3565,246,0,2,1,1,1,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,255256.2813,2631586,17.61800003,56.50299835,17.61800003,0,1,1,1,8,21,0,1,0,0,0,1,0,1,2,3,switch,0,1,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59812249,23.7759951
3566,192,1,0,1,1,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,3,NA,NA,,NA,255261.2344,2631567.25,33.63100052,62.52099991,33.63100052,0,1,1,2,7,19,0,0,0,0,0,1,0,1,1,3,noswitch,1,0,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59816711,23.77583962
3567,326,1,2,1,1,1,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,255247.2813,2631556.5,37.97900009,80.15799713,37.97900009,0,1,1,1,7,18,7,1,0,0,0,1,0,1,2,3,switch,0,0,1,0to50,6to10,NA,NA,NA,NA,251to350,unsafe,0,90.59804139,23.77575048
3568,185,1,2,1,1,1,0,0,12,0,0,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,255334.4063,2631573,28.79100037,44.82600021,28.79100037,1,1,1,1,5,14,0,1,0,0,1,0,0,1,1,2,switch,1,0,0,0to50,none,NA,NA,NA,NA,151to250,unsafe,0,90.59882642,23.77588728
