idno,psu,dweight,stratval,gvjbevn,gvhlthc,gvslvol,gvslvue,gvcldcr,gvpdlwk,sbprvpv,sbeqsoc,sbcwkfm
118008,180,1.0307, Rest of the Outer London Boroughs  ,4,8,8,8,8,8,3,4,3
118010,180,0.5153, Rest of the Outer London Boroughs  ,7,10,8,6,7,7,1,3,3
118012,180,1.0307, Rest of the Outer London Boroughs  ,3,9,7,7,8,8,3,4,4
118017,180,1.0307, Rest of the Outer London Boroughs  ,2,10,10,6,7,7,2,4,2
118018,180,1.0307, Rest of the Outer London Boroughs  ,8,10,10,8,9,8,3,4,3
118019,180,1.0307, Rest of the Outer London Boroughs  ,6,7,8,5,7,7,3,2,4
118101,181,1.546, Rest of the Outer London Boroughs  ,8,8,10,5,8,10,2,2,2
118102,181,1.546, Rest of the Outer London Boroughs  ,7,8,8,7,8,8,4,2,2
118103,181,1.0307, Rest of the Outer London Boroughs  ,3,9,10,5,7,7,4,3,4
118106,181,0.5153, Rest of the Outer London Boroughs  ,3,8,8,6,8,8,2,2,2
118107,181,1.0307, Rest of the Outer London Boroughs  ,4,10,10,10,10,10,2,2,3
118108,181,1.0307, Rest of the Outer London Boroughs  ,5,10,10,10,10,10,2,2,2
118110,181,1.0307, Rest of the Outer London Boroughs  ,7,9,9,7,9,9,2,2,2
118117,181,1.0307, Rest of the Outer London Boroughs  ,6,10,10,5,5,8,3,3,3
118118,181,0.5153, Rest of the Outer London Boroughs  ,6,9,9,7,6,8,4,4,2
118120,181,1.546, Rest of the Outer London Boroughs  ,6,10,10,8,9,10,2,3,2
118202,182,1.0307, Rest of the Outer London Boroughs  ,4,9,10,6,10,10,4,2,2
118208,182,1.0307, Rest of the Outer London Boroughs  ,5,9,10,5,7,5,3,4,5
118210,182,0.5153, Rest of the Outer London Boroughs  ,10,10,10,7,10,10,2,2,2
118211,182,0.5153, Rest of the Outer London Boroughs  ,7,10,10,7,10,7,2,2,3
118213,182,1.0307, Rest of the Outer London Boroughs  ,5,8,8,5,5,5,2,4,4
118215,182,0.5153, Rest of the Outer London Boroughs  ,0,6,8,4,2,5,3,NA,NA
118217,182,1.546, Rest of the Outer London Boroughs  ,5,8,8,6,9,9,3,3,2
118303,183,1.0307, Rest of the Outer London Boroughs  ,4,9,9,7,6,9,2,2,2
118306,183,1.546, Rest of the Outer London Boroughs  ,7,8,8,7,8,7,2,3,2
118308,183,0.5153, Rest of the Outer London Boroughs  ,5,10,8,5,5,7,4,4,3
118309,183,0.5153, Rest of the Outer London Boroughs  ,4,8,7,4,7,5,3,4,2
118310,183,1.0307, Rest of the Outer London Boroughs  ,9,9,9,7,9,9,4,4,4
118311,183,1.0307, Rest of the Outer London Boroughs  ,1,10,9,6,8,8,4,4,4
118312,183,0.5153, Rest of the Outer London Boroughs  ,5,8,7,7,7,6,2,3,2
118313,183,0.5153, Rest of the Outer London Boroughs  ,8,7,7,4,5,6,1,1,2
118315,183,2.0613, Rest of the Outer London Boroughs  ,6,10,10,6,2,8,2,5,3
118317,183,1.546, Rest of the Outer London Boroughs  ,6,10,10,8,10,10,2,4,4
118319,183,1.0307, Rest of the Outer London Boroughs  ,7,8,8,6,8,8,2,4,2
118402,184,1.0307, Rest of the Outer London Boroughs  ,5,10,10,5,5,6,3,2,3
118405,184,0.5153, Rest of the Outer London Boroughs  ,8,10,10,10,9,9,4,3,4
118406,184,1.0307, Rest of the Outer London Boroughs  ,4,6,6,7,7,5,2,4,4
118409,184,0.5153, Rest of the Outer London Boroughs  ,8,10,8,6,9,6,2,3,4
118413,184,1.0307, Rest of the Outer London Boroughs  ,8,9,7,8,7,8,2,3,3
118414,184,2.0613, Rest of the Outer London Boroughs  ,5,8,8,8,8,7,3,3,3
118417,184,1.0307, Rest of the Outer London Boroughs  ,6,10,10,6,10,8,1,2,3
118418,184,1.0307, Rest of the Outer London Boroughs  ,7,9,8,6,7,6,2,2,2
118502,185,0.5153, Rest of the Outer London Boroughs  ,7,10,10,10,10,7,1,2,2
118505,185,0.5153, Rest of the Outer London Boroughs  ,8,8,8,6,7,7,2,4,3
118508,185,1.0307, Rest of the Outer London Boroughs  ,3,9,8,6,7,6,2,2,2
118509,185,0.5153, Rest of the Outer London Boroughs  ,6,7,7,6,6,7,4,4,2
118510,185,1.0307, Rest of the Outer London Boroughs  ,2,9,9,5,9,9,2,2,4
118511,185,1.0307, Rest of the Outer London Boroughs  ,7,8,8,8,7,8,2,4,2
118513,185,1.546, Rest of the Outer London Boroughs  ,10,10,10,10,10,5,2,3,3
118514,185,0.5153, Rest of the Outer London Boroughs  ,7,8,9,3,6,6,2,2,2
118516,185,0.5153, Rest of the Outer London Boroughs  ,10,10,10,10,10,10,2,2,3
118517,185,1.0307, Rest of the Outer London Boroughs  ,0,10,7,7,7,5,4,4,3
118520,185,1.0307, Rest of the Outer London Boroughs  ,6,10,9,6,8,9,2,2,2
118601,186,1.0307, Rest of the Outer London Boroughs  ,6,7,10,6,7,7,2,2,2
118604,186,1.0307, Rest of the Outer London Boroughs  ,7,10,9,5,4,5,4,3,3
118611,186,1.0307, Rest of the Outer London Boroughs  ,4,8,8,6,NA,NA,3,3,3
118612,186,1.0307, Rest of the Outer London Boroughs  ,7,7,8,5,5,8,4,3,2
118616,186,1.0307, Rest of the Outer London Boroughs  ,5,7,8,8,8,5,2,3,3
118618,186,0.5153, Rest of the Outer London Boroughs  ,5,9,8,4,7,9,2,4,2
118703,187,1.0307, Rest of the Outer London Boroughs  ,8,9,9,3,3,8,2,3,2
118704,187,0.5153, Rest of the Outer London Boroughs  ,9,9,10,9,10,10,2,2,2
118709,187,0.5153, Rest of the Outer London Boroughs  ,NA,NA,NA,NA,NA,NA,NA,NA,NA
118711,187,1.0307, Rest of the Outer London Boroughs  ,6,8,8,7,6,6,3,3,2
118712,187,0.5153, Rest of the Outer London Boroughs  ,1,8,7,4,4,6,2,2,2
118715,187,1.0307, Rest of the Outer London Boroughs  ,3,10,10,7,10,10,2,4,2
118719,187,1.0307, Rest of the Outer London Boroughs  ,9,9,9,9,9,9,2,2,2
118803,188,0.5153, Inner London Boroughs  ,10,10,10,10,10,6,2,2,2
118808,188,0.5153, Inner London Boroughs  ,7,10,9,6,6,6,3,2,2
118810,188,1.546, Inner London Boroughs  ,8,9,7,4,6,5,2,2,2
118811,188,1.0307, Inner London Boroughs  ,0,10,10,0,10,8,4,2,4
118815,188,1.0307, Inner London Boroughs  ,6,10,8,6,7,4,2,2,2
118816,188,1.546, Inner London Boroughs  ,7,9,10,8,6,7,2,2,2
118817,188,1.0307, Inner London Boroughs  ,8,10,10,10,8,10,2,2,2
118819,188,1.0307, Inner London Boroughs  ,3,6,6,4,5,5,4,4,4
118903,189,0.5153, Inner London Boroughs  ,8,10,10,5,10,10,2,2,2
118904,189,0.5153, Inner London Boroughs  ,7,7,6,3,5,7,2,4,4
118908,189,1.0307, Inner London Boroughs  ,1,8,6,6,6,5,4,4,4
118909,189,1.0307, Inner London Boroughs  ,4,5,6,6,4,3,3,3,2
118912,189,1.546, Inner London Boroughs  ,2,7,8,5,7,8,2,2,2
118913,189,0.5153, Inner London Boroughs  ,8,8,7,7,7,5,4,3,3
118915,189,0.5153, Inner London Boroughs  ,3,7,8,3,6,5,2,4,4
118917,189,0.5153, Inner London Boroughs  ,7,10,8,8,8,7,2,2,2
118920,189,1.0307, Inner London Boroughs  ,3,8,8,5,7,7,4,4,2
119001,190,1.0307, Inner London Boroughs  ,0,10,10,0,0,0,1,5,1
119009,190,1.0307, Inner London Boroughs  ,3,10,10,7,7,7,4,4,3
119104,191,1.0307, Inner London Boroughs  ,10,10,10,10,10,10,2,4,4
119106,191,1.0307, Inner London Boroughs  ,6,10,10,8,10,7,1,3,3
119114,191,1.0307, Inner London Boroughs  ,0,2,10,3,5,0,5,4,3
119116,191,1.0307, Inner London Boroughs  ,6,8,9,9,9,8,2,2,2
119202,192,0.5153, Inner London Boroughs  ,8,10,10,5,10,0,2,4,2
119216,192,0.5153, Inner London Boroughs  ,7,8,9,NA,9,8,3,3,2
119218,192,3.092, Inner London Boroughs  ,6,8,6,6,8,8,2,2,2
119219,192,1.0307, Inner London Boroughs  ,2,9,7,6,5,5,4,3,4
119304,193,0.5153, Inner London Boroughs  ,10,10,10,3,6,6,1,1,1
119305,193,1.0307, Inner London Boroughs  ,10,10,10,10,10,10,2,3,2
119307,193,1.0307, Inner London Boroughs  ,0,10,10,7,4,4,3,4,2
119311,193,4, Inner London Boroughs  ,4,4,3,3,3,2,2,1,1
119313,193,3.092, Inner London Boroughs  ,5,10,10,6,10,10,1,2,2
119314,193,3.092, Inner London Boroughs  ,7,10,10,10,5,10,3,4,2
119315,193,1.0307, Inner London Boroughs  ,10,10,10,10,10,10,2,4,1
119316,193,0.5153, Inner London Boroughs  ,10,10,10,10,7,10,4,3,2
119319,193,0.5153, Inner London Boroughs  ,5,9,9,6,9,6,2,1,2
119320,193,0.5153, Inner London Boroughs  ,10,10,10,10,10,10,4,4,1
119408,194,0.5153, Inner London Boroughs  ,6,0,10,7,7,10,1,1,1
119411,194,0.5153, Inner London Boroughs  ,8,8,8,7,6,7,4,4,3
119502,195,1.0307, Inner London Boroughs  ,10,10,10,10,10,10,3,3,2
119505,195,0.5153, Inner London Boroughs  ,NA,NA,NA,NA,NA,NA,NA,NA,NA
119516,195,2.0613, Inner London Boroughs  ,7,9,8,8,7,5,2,4,2
119517,195,0.5153, Inner London Boroughs  ,2,7,7,3,3,5,3,3,4
119520,195,0.5153, Inner London Boroughs  ,2,9,8,7,3,7,2,3,2
119601,196,1.0307, Inner London Boroughs  ,10,10,10,7,10,9,3,3,2
119605,196,0.5153, Inner London Boroughs  ,4,8,8,3,7,7,2,2,3
119607,196,0.5153, Inner London Boroughs  ,7,8,8,6,8,7,2,2,2
119609,196,1.0307, Inner London Boroughs  ,3,7,7,7,6,7,2,2,3
119610,196,1.0307, Inner London Boroughs  ,6,7,8,4,5,6,4,2,2
119612,196,1.0307, Inner London Boroughs  ,5,8,8,8,8,8,2,4,2
119614,196,0.5153, Inner London Boroughs  ,6,8,7,5,7,7,4,4,3
119619,196,1.0307, Inner London Boroughs  ,8,9,10,8,10,10,2,2,2
119701,197,1.0307, Inner London Boroughs  ,5,10,8,8,10,10,2,3,2
119705,197,1.0307, Inner London Boroughs  ,10,10,10,6,10,10,4,5,2
119707,197,1.0307, Inner London Boroughs  ,5,10,8,5,10,10,2,4,2
119709,197,1.0307, Inner London Boroughs  ,1,9,7,3,2,6,4,4,2
119710,197,1.0307, Inner London Boroughs  ,5,8,8,5,6,7,2,2,3
119712,197,1.0307, Inner London Boroughs  ,3,10,8,8,8,7,2,2,4
119713,197,1.0307, Inner London Boroughs  ,8,10,10,5,5,10,4,4,3
119716,197,2.0613, Inner London Boroughs  ,9,10,9,8,8,7,3,4,2
119718,197,1.0307, Inner London Boroughs  ,5,10,10,2,9,3,2,3,1
119803,198,1.0307, Essex and Hertfordshire  ,7,10,7,6,7,8,2,NA,2
119804,198,1.0307, Essex and Hertfordshire  ,6,8,9,8,9,8,2,2,2
119805,198,0.5153, Essex and Hertfordshire  ,8,10,10,10,10,10,2,1,1
119806,198,1.546, Essex and Hertfordshire  ,10,10,10,10,6,3,2,4,2
119808,198,1.0307, Essex and Hertfordshire  ,9,10,8,9,7,7,3,2,2
119811,198,1.0307, Essex and Hertfordshire  ,8,10,10,8,8,10,4,2,2
119814,198,1.0307, Essex and Hertfordshire  ,5,7,7,4,6,6,3,3,3
119815,198,2.0613, Essex and Hertfordshire  ,7,9,9,5,8,7,2,3,2
119817,198,2.0613, Essex and Hertfordshire  ,7,10,9,8,10,7,4,2,3
119820,198,0.5153, Essex and Hertfordshire  ,7,9,9,6,6,7,3,4,3
119901,199,1.0307, Essex and Hertfordshire  ,9,10,10,5,10,10,3,3,4
119903,199,0.5153, Essex and Hertfordshire  ,10,10,10,5,10,10,2,3,2
119904,199,0.5153, Essex and Hertfordshire  ,8,9,9,5,9,8,2,4,2
119905,199,2.0613, Essex and Hertfordshire  ,6,7,8,5,5,6,4,3,4
119909,199,1.0307, Essex and Hertfordshire  ,4,9,9,5,7,8,1,4,2
119910,199,1.0307, Essex and Hertfordshire  ,5,9,8,6,7,6,2,3,2
119913,199,1.0307, Essex and Hertfordshire  ,6,8,8,5,9,9,3,3,4
119919,199,0.5153, Essex and Hertfordshire  ,3,6,7,5,5,5,2,2,3
119920,199,1.0307, Essex and Hertfordshire  ,0,9,7,4,8,8,2,1,2
120001,200,0.5153, Essex and Hertfordshire  ,9,10,10,8,10,10,2,3,2
120003,200,1.0307, Essex and Hertfordshire  ,2,9,9,8,6,5,1,2,3
120004,200,1.546, Essex and Hertfordshire  ,8,10,9,9,8,7,2,2,2
120005,200,1.0307, Essex and Hertfordshire  ,8,9,9,8,7,9,2,2,2
120009,200,0.5153, Essex and Hertfordshire  ,0,10,8,7,8,6,2,4,2
120012,200,1.0307, Essex and Hertfordshire  ,3,9,8,5,7,8,3,3,2
120013,200,1.0307, Essex and Hertfordshire  ,2,8,7,4,6,7,2,3,3
120014,200,0.5153, Essex and Hertfordshire  ,1,8,9,2,8,8,2,4,4
120016,200,1.0307, Essex and Hertfordshire  ,8,10,9,8,8,9,2,3,2
120018,200,0.5153, Essex and Hertfordshire  ,3,10,10,5,8,8,2,4,3
120019,200,0.5153, Essex and Hertfordshire  ,6,8,6,5,5,6,2,2,2
120020,200,0.5153, Essex and Hertfordshire  ,0,8,7,3,2,2,4,4,4
120103,201,1.0307, Essex and Hertfordshire  ,10,10,10,8,10,6,2,2,2
120104,201,0.5153, Essex and Hertfordshire  ,2,10,8,7,7,9,2,3,4
120107,201,1.0307, Essex and Hertfordshire  ,3,0,6,2,2,2,2,2,3
120108,201,0.5153, Essex and Hertfordshire  ,2,7,7,3,1,2,2,2,2
120110,201,1.0307, Essex and Hertfordshire  ,2,8,8,5,2,8,2,4,3
120111,201,1.0307, Essex and Hertfordshire  ,6,8,8,7,7,5,2,3,3
120115,201,1.546, Essex and Hertfordshire  ,7,10,10,6,7,6,2,2,2
120116,201,0.5153, Essex and Hertfordshire  ,7,9,9,4,4,6,3,2,2
120117,201,1.0307, Essex and Hertfordshire  ,3,9,10,5,3,7,4,3,4
120119,201,1.0307, Essex and Hertfordshire  ,0,10,10,5,5,10,3,3,3
120201,202,1.0307, Essex and Hertfordshire  ,2,9,2,2,8,2,4,5,5
120202,202,2.0613, Essex and Hertfordshire  ,7,10,10,8,6,9,3,3,2
120203,202,0.5153, Essex and Hertfordshire  ,8,7,7,5,7,7,3,4,4
120206,202,0.5153, Essex and Hertfordshire  ,4,10,10,1,10,10,3,2,2
120207,202,1.0307, Essex and Hertfordshire  ,9,10,10,10,9,10,2,3,4
120208,202,1.0307, Essex and Hertfordshire  ,6,9,10,6,8,8,3,3,2
120209,202,0.5153, Essex and Hertfordshire  ,3,4,8,7,5,5,4,1,3
120211,202,3.6073, Essex and Hertfordshire  ,7,8,7,6,6,7,2,2,2
120212,202,1.0307, Essex and Hertfordshire  ,7,9,9,5,7,8,3,3,3
120213,202,0.5153, Essex and Hertfordshire  ,5,8,10,6,7,8,3,3,3
120214,202,1.0307, Essex and Hertfordshire  ,4,10,7,3,NA,8,4,4,3
120215,202,0.5153, Essex and Hertfordshire  ,3,7,8,5,6,7,2,2,2
120217,202,0.5153, Essex and Hertfordshire  ,7,8,7,4,6,5,2,2,3
120218,202,0.5153, Essex and Hertfordshire  ,7,8,8,7,7,8,3,4,2
120303,203,1.0307, Essex and Hertfordshire  ,9,10,10,10,8,10,2,2,2
120305,203,1.0307, Essex and Hertfordshire  ,7,7,8,6,8,7,2,2,2
120309,203,1.546, Essex and Hertfordshire  ,7,9,9,7,9,8,2,3,2
120310,203,1.0307, Essex and Hertfordshire  ,9,5,10,4,8,10,3,2,5
120312,203,1.0307, Essex and Hertfordshire  ,7,10,10,8,10,10,2,3,2
120313,203,0.5153, Essex and Hertfordshire  ,7,10,10,7,7,8,3,2,3
120314,203,1.0307, Essex and Hertfordshire  ,8,8,7,5,5,8,3,4,3
120318,203,1.0307, Essex and Hertfordshire  ,6,9,10,8,8,10,4,4,3
120320,203,1.0307, Essex and Hertfordshire  ,5,10,10,7,10,10,4,4,4
120401,204,1.0307, Essex and Hertfordshire  ,3,8,8,5,5,5,2,2,2
120402,204,1.0307, Essex and Hertfordshire  ,4,8,10,7,7,6,2,2,3
120403,204,1.0307, Essex and Hertfordshire  ,4,7,7,4,6,7,3,4,3
120407,204,1.546, Essex and Hertfordshire  ,7,9,9,6,5,8,2,3,2
120408,204,0.5153, Essex and Hertfordshire  ,7,9,9,2,8,2,2,4,2
120411,204,1.0307, Essex and Hertfordshire  ,1,8,8,5,1,5,2,2,2
120413,204,1.0307, Essex and Hertfordshire  ,5,9,10,7,8,9,2,4,2
120414,204,0.5153, Essex and Hertfordshire  ,5,7,7,6,5,5,2,2,2
120415,204,0.5153, Essex and Hertfordshire  ,3,10,10,6,7,10,2,4,3
120416,204,1.0307, Essex and Hertfordshire  ,5,10,7,7,5,5,2,4,2
120417,204,1.0307, Essex and Hertfordshire  ,5,9,7,6,7,7,2,3,4
120418,204,1.546, Essex and Hertfordshire  ,3,4,6,6,6,6,NA,NA,4
120419,204,1.0307, Essex and Hertfordshire  ,5,9,6,2,8,8,3,3,4
120501,205,0.5153, Essex and Hertfordshire  ,5,8,8,5,8,8,2,2,2
120504,205,1.0307, Essex and Hertfordshire  ,8,10,10,7,10,8,2,2,4
120505,205,0.5153, Essex and Hertfordshire  ,6,7,5,5,4,5,2,2,2
120506,205,2.0613, Essex and Hertfordshire  ,7,7,6,6,8,6,2,2,2
120511,205,0.5153, Essex and Hertfordshire  ,6,10,10,6,10,8,3,3,5
120513,205,0.5153, Essex and Hertfordshire  ,5,6,8,5,8,5,2,2,2
120517,205,1.0307, Essex and Hertfordshire  ,7,8,9,4,8,8,2,4,2
120518,205,0.5153, Essex and Hertfordshire  ,8,8,7,8,7,7,2,2,2
120519,205,0.5153, Essex and Hertfordshire  ,7,8,9,6,9,7,2,2,3
120520,205,1.0307, Essex and Hertfordshire  ,8,7,9,4,8,5,2,3,2
120601,206,0.5153, Essex and Hertfordshire  ,9,10,10,10,10,9,3,4,3
120602,206,0.5153, Essex and Hertfordshire  ,9,10,10,6,9,10,4,4,4
120604,206,0.5153, Essex and Hertfordshire  ,9,10,10,7,9,8,2,3,NA
120605,206,0.5153, Essex and Hertfordshire  ,3,8,9,3,9,10,4,4,1
120606,206,1.0307, Essex and Hertfordshire  ,5,8,9,10,10,10,5,4,4
120608,206,0.5153, Essex and Hertfordshire  ,4,8,7,5,6,7,2,3,3
120609,206,2.0613, Essex and Hertfordshire  ,8,9,10,8,10,10,3,3,3
120610,206,1.0307, Essex and Hertfordshire  ,5,8,8,8,8,6,2,2,2
120613,206,0.5153, Essex and Hertfordshire  ,4,8,9,5,8,7,2,3,2
120614,206,0.5153, Essex and Hertfordshire  ,10,10,10,10,10,10,3,3,3
120615,206,1.0307, Essex and Hertfordshire  ,2,10,8,3,3,6,4,4,4
120616,206,1.0307, Essex and Hertfordshire  ,10,10,8,8,10,10,4,4,4
120617,206,1.0307, Essex and Hertfordshire  ,8,8,9,8,8,8,2,2,1
120619,206,1.546, Essex and Hertfordshire  ,9,8,8,6,6,5,2,3,2
120702,207,1.0307, Essex and Hertfordshire  ,2,10,10,0,6,7,3,3,2
120704,207,0.5153, Essex and Hertfordshire  ,2,6,7,4,5,4,2,3,3
120705,207,0.5153, Essex and Hertfordshire  ,7,9,10,2,8,8,4,4,4
120706,207,1.0307, Essex and Hertfordshire  ,6,8,8,4,7,8,2,3,3
120709,207,1.0307, Essex and Hertfordshire  ,5,8,8,5,5,7,2,3,4
120711,207,1.0307, Essex and Hertfordshire  ,7,8,9,2,8,8,2,3,3
120712,207,1.0307, Essex and Hertfordshire  ,7,9,9,5,7,8,4,3,3
120713,207,1.546, Essex and Hertfordshire  ,8,9,9,6,7,7,3,3,2
120715,207,1.0307, Essex and Hertfordshire  ,9,10,10,9,9,9,2,2,2
120719,207,0.5153, Essex and Hertfordshire  ,NA,10,2,10,NA,7,4,NA,NA
120720,207,1.0307, Essex and Hertfordshire  ,5,10,10,1,5,5,2,2,2
120801,208,1.0307, Essex and Hertfordshire  ,4,8,6,5,3,7,3,2,2
120802,208,0.5153, Essex and Hertfordshire  ,6,9,10,5,7,5,2,2,3
120804,208,1.0307, Essex and Hertfordshire  ,7,10,9,6,9,9,2,2,2
120806,208,1.0307, Essex and Hertfordshire  ,7,10,9,6,8,5,3,3,3
120807,208,0.5153, Essex and Hertfordshire  ,8,10,10,6,9,8,3,2,3
120810,208,1.0307, Essex and Hertfordshire  ,0,2,2,0,2,6,5,2,2
120811,208,1.546, Essex and Hertfordshire  ,2,10,9,2,4,4,3,4,3
120812,208,1.0307, Essex and Hertfordshire  ,5,8,8,8,9,7,2,2,2
120815,208,1.546, Essex and Hertfordshire  ,7,9,9,8,7,9,2,2,2
120818,208,1.546, Essex and Hertfordshire  ,8,10,10,8,8,8,2,2,2
120819,208,1.0307, Essex and Hertfordshire  ,7,4,8,6,6,5,2,3,2
120820,208,1.0307, Essex and Hertfordshire  ,7,10,9,5,9,10,2,2,4
120901,209,1.0307, Suffolk and Norfolk  ,2,8,8,5,6,5,2,2,4
120903,209,1.546, Suffolk and Norfolk  ,6,9,8,2,5,5,3,3,3
120904,209,1.0307, Suffolk and Norfolk  ,5,8,8,6,5,5,2,3,3
120905,209,1.0307, Suffolk and Norfolk  ,8,9,9,7,7,9,3,2,2
120908,209,0.5153, Suffolk and Norfolk  ,2,10,10,6,5,9,2,3,4
120912,209,1.546, Suffolk and Norfolk  ,7,9,9,6,6,8,2,2,2
120913,209,0.5153, Suffolk and Norfolk  ,2,7,7,7,4,4,2,2,2
120915,209,0.5153, Suffolk and Norfolk  ,3,9,9,4,9,7,3,2,2
120918,209,1.546, Suffolk and Norfolk  ,3,7,7,7,4,5,3,3,3
120920,209,1.0307, Suffolk and Norfolk  ,8,8,5,2,6,4,4,3,3
121001,210,1.0307, Suffolk and Norfolk  ,8,8,10,6,5,8,4,3,NA
121002,210,2.5767, Suffolk and Norfolk  ,2,9,10,2,5,2,4,4,2
121006,210,2.0613, Suffolk and Norfolk  ,0,10,10,8,1,9,2,2,3
121009,210,1.546, Suffolk and Norfolk  ,0,10,10,0,0,7,2,NA,NA
121010,210,1.0307, Suffolk and Norfolk  ,3,10,6,3,3,3,2,4,NA
121013,210,1.546, Suffolk and Norfolk  ,5,8,7,6,5,7,2,4,2
121016,210,1.546, Suffolk and Norfolk  ,8,7,8,9,9,9,2,4,2
121017,210,1.0307, Suffolk and Norfolk  ,7,9,9,7,8,8,3,2,2
121018,210,1.546, Suffolk and Norfolk  ,6,8,8,8,7,7,2,2,2
121020,210,0.5153, Suffolk and Norfolk  ,2,8,7,4,4,6,2,4,3
121103,211,1.0307, Suffolk and Norfolk  ,1,10,9,2,3,6,2,2,3
121104,211,1.0307, Suffolk and Norfolk  ,8,9,10,4,8,8,2,4,2
121107,211,1.0307, Suffolk and Norfolk  ,3,10,10,7,10,10,2,2,2
121108,211,0.5153, Suffolk and Norfolk  ,3,7,9,2,4,4,NA,4,NA
121109,211,0.5153, Suffolk and Norfolk  ,7,10,10,5,8,8,2,4,2
121110,211,1.0307, Suffolk and Norfolk  ,6,5,7,4,7,7,4,4,3
121111,211,0.5153, Suffolk and Norfolk  ,5,8,9,7,6,6,2,4,2
121115,211,1.546, Suffolk and Norfolk  ,7,10,10,8,10,10,2,4,2
121117,211,1.0307, Suffolk and Norfolk  ,8,9,9,8,7,7,2,2,4
121202,212,1.0307, Suffolk and Norfolk  ,8,10,9,9,9,10,4,3,2
121203,212,1.0307, Suffolk and Norfolk  ,4,10,8,0,8,7,3,4,3
121204,212,1.0307, Suffolk and Norfolk  ,8,9,9,9,6,7,1,1,2
121205,212,1.0307, Suffolk and Norfolk  ,5,7,8,4,6,6,NA,NA,2
121206,212,1.0307, Suffolk and Norfolk  ,10,10,10,7,10,10,4,3,3
121207,212,0.5153, Suffolk and Norfolk  ,7,7,7,7,7,7,4,2,2
121210,212,1.0307, Suffolk and Norfolk  ,9,9,10,7,7,10,2,2,2
121212,212,1.0307, Suffolk and Norfolk  ,5,10,10,1,5,8,2,4,3
121214,212,1.0307, Suffolk and Norfolk  ,9,8,8,10,5,9,4,3,4
121215,212,1.0307, Suffolk and Norfolk  ,9,10,10,9,NA,7,4,4,2
121216,212,1.546, Suffolk and Norfolk  ,6,10,10,4,5,8,3,4,4
121217,212,1.0307, Suffolk and Norfolk  ,0,10,5,0,7,10,4,3,2
121218,212,0.5153, Suffolk and Norfolk  ,7,10,10,5,9,9,3,3,4
121219,212,0.5153, Suffolk and Norfolk  ,2,10,10,8,10,10,2,2,2
121220,212,0.5153, Suffolk and Norfolk  ,0,10,10,0,10,8,4,4,4
121302,213,1.0307, Suffolk and Norfolk  ,7,9,9,7,7,6,2,2,2
121306,213,1.0307, Suffolk and Norfolk  ,5,9,9,5,6,9,2,2,2
121308,213,1.0307, Suffolk and Norfolk  ,5,10,10,8,4,2,2,2,3
121311,213,1.0307, Suffolk and Norfolk  ,5,9,9,7,7,7,4,4,3
121312,213,1.0307, Suffolk and Norfolk  ,8,10,10,3,5,6,3,3,3
121314,213,1.0307, Suffolk and Norfolk  ,7,10,10,7,8,8,3,3,2
121317,213,1.0307, Suffolk and Norfolk  ,5,8,8,5,6,5,4,3,3
121318,213,1.0307, Suffolk and Norfolk  ,6,10,10,8,5,8,2,2,2
121320,213,1.0307, Suffolk and Norfolk  ,8,9,9,7,7,7,2,3,2
121402,214,1.0307, Suffolk and Norfolk  ,6,9,9,6,7,5,3,4,3
121403,214,0.5153, Suffolk and Norfolk  ,7,9,9,7,8,8,3,3,2
121404,214,1.0307, Suffolk and Norfolk  ,4,7,5,5,4,5,2,3,4
121405,214,0.5153, Suffolk and Norfolk  ,8,8,8,4,7,6,2,4,2
121406,214,1.0307, Suffolk and Norfolk  ,7,9,9,7,9,7,2,4,4
121409,214,1.0307, Suffolk and Norfolk  ,3,8,6,5,7,7,2,2,3
121410,214,1.0307, Suffolk and Norfolk  ,5,10,10,5,0,5,2,4,3
121414,214,1.0307, Suffolk and Norfolk  ,7,8,8,7,8,7,3,3,2
121417,214,1.0307, Suffolk and Norfolk  ,6,9,9,8,8,7,2,4,3
121418,214,1.0307, Suffolk and Norfolk  ,6,9,9,5,8,6,2,2,3
121501,215,0.5153, Bucks and Beds  ,5,8,8,5,7,8,2,2,2
121502,215,0.5153, Bucks and Beds  ,8,8,8,7,4,8,2,2,2
121503,215,1.0307, Bucks and Beds  ,4,7,7,7,7,7,NA,2,NA
121506,215,1.0307, Bucks and Beds  ,3,10,8,8,5,7,2,3,3
121508,215,0.5153, Bucks and Beds  ,8,10,10,9,10,10,3,3,2
121511,215,0.5153, Bucks and Beds  ,6,10,10,10,5,8,2,2,2
121512,215,2.5767, Bucks and Beds  ,8,10,9,9,7,10,2,2,2
121513,215,1.0307, Bucks and Beds  ,8,9,9,5,6,8,3,4,2
121515,215,1.0307, Bucks and Beds  ,4,7,9,6,3,7,2,2,4
121516,215,2.0613, Bucks and Beds  ,7,10,10,7,8,10,2,2,3
121520,215,0.5153, Bucks and Beds  ,0,9,7,7,5,5,2,3,4
121601,216,1.546, Bucks and Beds  ,9,8,9,5,9,9,2,2,4
121605,216,0.5153, Bucks and Beds  ,6,9,9,6,9,9,3,4,2
121607,216,1.0307, Bucks and Beds  ,7,10,8,6,10,7,1,2,3
121609,216,2.5767, Bucks and Beds  ,NA,8,8,8,8,7,3,2,2
121611,216,1.0307, Bucks and Beds  ,8,9,9,8,7,7,2,2,4
